-2.421166801452636719e+01,-1.208538532257080078e+01
-5.889251708984375000e+00,-3.362775802612304688e+01
-2.089850616455078125e+01,-3.694804763793945312e+01
-3.403231859207153320e+00,-4.431172180175781250e+01
3.004085540771484375e+01,2.754973030090332031e+01
7.922760486602783203e+00,-2.172615623474121094e+01
3.931050539016723633e+00,-1.582609272003173828e+01
-6.736124515533447266e+00,-1.759673881530761719e+01
-2.453083992004394531e+01,-1.501960372924804688e+01
-2.106094169616699219e+01,4.702617645263671875e+01
4.184407806396484375e+01,-1.825516510009765625e+01
-1.548259639739990234e+01,5.025209426879882812e+01
-2.126699066162109375e+01,3.504644012451171875e+01
-1.323007869720458984e+01,-2.756447982788085938e+01
-4.088548183441162109e+00,5.778764247894287109e+00
-3.862114715576171875e+01,3.055994033813476562e+01
-1.833875656127929688e+01,-2.981154060363769531e+01
3.242230606079101562e+01,-3.269855499267578125e+01
3.274480438232421875e+01,-1.386909580230712891e+01
3.919575119018554688e+01,4.510285377502441406e+00
-2.130111694335937500e+01,4.305985260009765625e+01
4.047780990600585938e+01,2.180828094482421875e+01
-7.047677516937255859e+00,2.780046844482421875e+01
2.347069263458251953e+00,4.965246963500976562e+01
2.127314758300781250e+01,-8.608441352844238281e+00
2.204136466979980469e+01,-1.198613452911376953e+01
-2.360501098632812500e+01,3.071918296813964844e+01
3.428813934326171875e+01,-1.296341991424560547e+01
-5.022257232666015625e+01,1.491934585571289062e+01
3.444466781616210938e+01,-1.844945716857910156e+01
2.335187673568725586e+00,2.016134452819824219e+01
3.670031738281250000e+01,-2.565570068359375000e+01
-1.602867507934570312e+01,-4.974161148071289062e+01
3.340269470214843750e+01,3.637916946411132812e+01
-2.134545326232910156e+01,-2.101122856140136719e+01
-1.437385940551757812e+01,2.996593093872070312e+01
-4.444454956054687500e+01,2.620309829711914062e+01
3.463993072509765625e+01,4.324934768676757812e+01
-2.371229362487792969e+01,-1.668978881835937500e+01
1.584345436096191406e+01,1.481079101562500000e+01
-2.111561965942382812e+01,2.412952613830566406e+01
-6.117473602294921875e+00,-4.978836059570312500e+01
-1.324956417083740234e+01,-3.183751487731933594e+01
2.976529693603515625e+01,-1.909377670288085938e+01
-2.575598526000976562e+01,-2.539844894409179688e+01
-6.684793472290039062e+00,-2.381229782104492188e+01
-1.356454372406005859e+01,-3.010569381713867188e+01
4.077030944824218750e+01,-3.071619987487792969e+01
1.435200786590576172e+01,2.083107757568359375e+01
-1.800865173339843750e+01,-1.535702610015869141e+01
-1.166293334960937500e+01,4.854295349121093750e+01
-2.339407730102539062e+01,-1.035136699676513672e+01
3.699929809570312500e+01,3.155893325805664062e+01
-9.240315437316894531e+00,4.642692947387695312e+01
-2.633733749389648438e+01,1.930391490459442139e-01
-2.204053688049316406e+01,-1.515367889404296875e+01
4.266777801513671875e+01,2.797719764709472656e+01
-1.439004135131835938e+01,-5.225796508789062500e+01
1.635984611511230469e+01,1.279090118408203125e+01
-3.765313720703125000e+01,2.975742721557617188e+01
1.424932670593261719e+01,-5.204817962646484375e+01
-4.094982147216796875e+00,-5.186004638671875000e+01
8.565195083618164062e+00,9.847262382507324219e+00
1.642409324645996094e+01,-6.558410167694091797e+00
1.434041976928710938e+01,-4.876222229003906250e+01
2.772934675216674805e+00,5.042738723754882812e+01
4.644035339355468750e+01,-2.951760673522949219e+01
-2.212825584411621094e+01,8.633284568786621094e+00
-2.475290679931640625e+01,-2.194137191772460938e+01
-4.117188930511474609e+00,5.105967330932617188e+01
3.513116455078125000e+01,4.051598739624023438e+01
-6.851640224456787109e+00,7.375475883483886719e+00
-2.748422324657440186e-01,5.917978286743164062e-01
-9.785046577453613281e+00,-1.451779556274414062e+01
2.974078559875488281e+01,-3.112116432189941406e+01
-2.096903419494628906e+01,9.362582206726074219e+00
-3.474610900878906250e+01,2.953610801696777344e+01
-3.160340118408203125e+01,1.256875228881835938e+01
-5.339362621307373047e+00,-2.558805274963378906e+01
1.895232391357421875e+01,-3.671372985839843750e+01
2.710397148132324219e+01,2.658479118347167969e+01
-1.062010288238525391e+01,3.118425559997558594e+01
3.377424478530883789e+00,1.455254268646240234e+01
-2.698695182800292969e+01,-1.622993659973144531e+01
3.831781768798828125e+01,-3.130140113830566406e+01
-1.033763313293457031e+01,5.090576934814453125e+01
6.067021369934082031e+00,4.715195465087890625e+01
4.648215103149414062e+01,2.958762741088867188e+01
3.476416778564453125e+01,-6.045361995697021484e+00
9.131082534790039062e+00,-1.584504699707031250e+01
-4.733836364746093750e+01,-2.391856908798217773e+00
-5.881751537322998047e+00,3.609202194213867188e+01
3.806655120849609375e+01,4.925724864006042480e-01
3.538854980468750000e+01,4.181847000122070312e+01
